scenario,policy,seed,status,totalScore,swaps,rerolls,coinsEarned,coinsSpent,coinsEnding,bestWaveCount,shuffles,cappedResolutions
start-mult-4,builder,11,won,53564,31,0,56,39,17,5,0,0
start-mult-4,builder,12,lost,3531,18,0,23,20,3,2,0,0
start-pips-5,greedy,1,won,38836,46,0,57,53,4,3,0,0
start-pips-5,greedy,2,won,36983,43,0,53,48,5,3,0,0
start-pips-5,greedy,3,won,39832,32,0,56,52,4,3,0,0
start-pips-5,greedy,4,won,50371,25,0,60,48,12,6,0,0
start-pips-5,greedy,5,won,41286,41,0,55,53,2,4,0,0
start-pips-5,greedy,6,won,36227,44,0,53,52,1,4,0,0
start-pips-5,greedy,7,lost,26230,40,0,48,48,0,3,0,0
start-pips-5,greedy,8,lost,6226,27,0,26,24,2,2,0,0
start-pips-5,greedy,9,won,42802,52,0,51,48,3,5,0,0
start-pips-5,greedy,10,won,36652,49,0,59,58,1,3,1,0
start-pips-5,greedy,11,lost,36603,49,0,52,52,0,4,0,0
start-pips-5,greedy,12,won,39113,38,0,57,48,9,3,0,0
start-pips-5,builder,1,lost,2034,26,0,11,10,1,4,0,0
start-pips-5,builder,2,won,42519,40,0,55,44,11,4,0,0
start-pips-5,builder,3,won,48569,30,0,59,45,14,5,0,0
start-pips-5,builder,4,won,67469,30,0,58,44,14,4,0,0
start-pips-5,builder,5,won,40490,48,0,53,44,9,3,0,0
start-pips-5,builder,6,won,36017,47,0,54,44,10,3,1,0
start-pips-5,builder,7,won,37523,38,0,57,44,13,3,0,0
start-pips-5,builder,8,won,46853,32,0,57,44,13,3,0,0
start-pips-5,builder,9,won,48177,33,0,59,49,10,4,0,0
start-pips-5,builder,10,won,62263,54,0,51,40,11,4,0,0
start-pips-5,builder,11,won,75848,30,0,58,44,14,6,0,0
start-pips-5,builder,12,won,47192,43,0,54,44,10,4,0,0
start-mult-5,greedy,1,won,38836,46,0,57,53,4,3,0,0
start-mult-5,greedy,2,won,36983,43,0,53,48,5,3,0,0
start-mult-5,greedy,3,won,39341,40,0,55,52,3,3,0,0
