scenario,policy,seed,status,totalScore,swaps,rerolls,coinsEarned,coinsSpent,coinsEnding,bestWaveCount,shuffles,cappedResolutions
special-pips-5,greedy,8,lost,18805,24,0,85,66,19,3,0,0
special-pips-5,greedy,9,lost,28716,38,0,90,61,29,5,0,0
special-pips-5,greedy,10,lost,9430,36,0,63,52,11,3,0,0
special-pips-5,greedy,11,lost,33097,63,0,88,71,17,4,0,0
special-pips-5,greedy,12,lost,1354,21,0,23,18,5,3,1,0
special-pips-5,builder,1,won,48593,36,0,127,77,50,5,0,0
special-pips-5,builder,2,lost,732,11,0,17,12,5,2,0,0
special-pips-5,builder,3,won,71729,18,0,129,86,43,4,0,0
special-pips-5,builder,4,won,40063,36,0,119,68,51,3,0,0
special-pips-5,builder,5,won,40462,41,0,109,67,42,3,0,0
special-pips-5,builder,6,won,52234,32,0,116,56,60,6,0,0
special-pips-5,builder,7,won,36371,37,0,112,61,51,4,0,0
special-pips-5,builder,8,lost,14567,27,0,67,45,22,5,0,0
special-pips-5,builder,9,won,51579,28,0,121,82,39,4,0,0
special-pips-5,builder,10,won,61222,47,0,111,62,49,5,0,0
special-pips-5,builder,11,won,49885,31,0,129,62,67,4,0,0
special-pips-5,builder,12,lost,738,11,0,15,12,3,3,0,0
equal-rarity,greedy,1,lost,16496,56,0,65,52,13,4,0,0
equal-rarity,greedy,2,won,44246,30,0,127,97,30,3,0,0
equal-rarity,greedy,3,lost,27182,36,0,72,55,17,6,0,0
equal-rarity,greedy,4,lost,30478,37,0,82,52,30,6,1,0
equal-rarity,greedy,5,lost,33498,30,0,86,60,26,6,0,0
equal-rarity,greedy,6,won,50072,39,0,116,76,40,4,0,0
equal-rarity,greedy,7,lost,7728,19,0,59,48,11,4,0,0
equal-rarity,greedy,8,lost,6154,24,0,51,48,3,3,0,0
equal-rarity,greedy,9,lost,42223,43,0,113,86,27,4,0,0
equal-rarity,greedy,10,won,50368,37,0,119,92,27,4,0,0
equal-rarity,greedy,11,won,50901,39,0,112,63,49,6,0,0
equal-rarity,greedy,12,won,45292,42,0,122,71,51,6,0,0
equal-rarity,builder,1,won,48593,36,0,127,77,50,5,0,0
equal-rarity,builder,2,lost,732,11,0,17,12,5,2,0,0
equal-rarity,builder,3,won,40538,28,0,116,75,41,3,0,0
equal-rarity,builder,4,won,40063,36,0,119,68,51,3,0,0
equal-rarity,builder,5,won,47693,19,0,132,83,49,4,0,0
equal-rarity,builder,6,won,48301,29,0,115,56,59,6,0,0
equal-rarity,builder,7,lost,39941,43,0,103,67,36,3,0,0
equal-rarity,builder,8,won,53879,36,0,112,77,35,4,0,0
equal-rarity,builder,9,won,43971,34,0,120,82,38,5,0,0
equal-rarity,builder,10,won,44095,40,0,113,62,51,4,0,0
equal-rarity,builder,11,won,50890,31,0,129,62,67,4,0,0
equal-rarity,builder,12,lost,9358,33,0,49,42,7,6,0,0
gold-0,greedy,1,lost,37337,44,0,88,60,28,4,0,0
gold-0,greedy,2,lost,3418,25,0,30,29,1,3,0,0
gold-0,greedy,3,won,38700,40,0,102,69,33,5,0,0
gold-0,greedy,4,lost,67696,43,0,92,70,22,6,0,0
gold-0,greedy,5,lost,37718,45,0,76,65,11,5,0,0
gold-0,greedy,6,won,48412,34,0,109,90,19,5,0,0
gold-0,greedy,7,won,66001,23,0,119,90,29,5,0,0
gold-0,greedy,8,lost,19135,24,0,82,66,16,3,0,0
gold-0,greedy,9,lost,29406,38,0,81,61,20,5,0,0
gold-0,greedy,10,lost,4528,20,0,35,35,0,3,0,0
gold-0,greedy,11,lost,17559,44,0,60,52,8,3,0,0
gold-0,greedy,12,won,58408,35,0,100,55,45,7,0,0
gold-0,builder,1,won,46524,41,0,103,68,35,4,0,0
gold-0,builder,2,lost,732,11,0,14,12,2,2,0,0
gold-0,builder,3,lost,23990,31,0,73,49,24,4,0,0
