scenario,policy,seed,status,totalScore,swaps,rerolls,coinsEarned,coinsSpent,coinsEnding,bestWaveCount,shuffles,cappedResolutions
weaker-specials,specialist,21,won,38653,50,0,51,37,14,3,0,0
weaker-specials,specialist,22,lost,23229,35,0,48,33,15,3,0,0
weaker-specials,specialist,23,won,40010,37,0,53,37,16,3,0,0
weaker-specials,specialist,24,won,42179,37,0,54,37,17,3,0,0
weaker-specials,specialist,25,lost,32263,49,0,52,37,15,4,0,0
weaker-specials,specialist,26,won,37311,43,0,54,37,17,4,0,0
weaker-specials,specialist,27,won,38594,48,0,52,37,15,4,0,0
weaker-specials,specialist,28,lost,16706,33,0,41,29,12,3,0,0
weaker-specials,specialist,29,won,34929,40,0,54,37,17,3,0,0
weaker-specials,specialist,30,won,42002,47,0,52,37,15,4,0,0
one-percent-specials,greedy,1,lost,9497,32,0,25,25,0,6,0,0
one-percent-specials,greedy,2,lost,11346,32,0,33,29,4,4,0,0
one-percent-specials,greedy,3,lost,3555,21,0,20,20,0,3,0,0
one-percent-specials,greedy,4,lost,3335,22,0,20,20,0,2,0,0
one-percent-specials,greedy,5,lost,29487,36,0,47,44,3,4,0,0
one-percent-specials,greedy,6,lost,41254,37,0,46,45,1,7,1,0
one-percent-specials,greedy,7,lost,2811,27,0,19,15,4,3,0,0
one-percent-specials,greedy,8,won,41563,45,0,54,53,1,4,0,0
one-percent-specials,greedy,9,lost,18896,37,0,40,39,1,4,0,0
one-percent-specials,greedy,10,lost,2170,21,0,13,10,3,3,0,0
one-percent-specials,greedy,11,lost,30769,57,0,49,45,4,3,0,0
one-percent-specials,greedy,12,lost,30915,36,0,49,44,5,5,0,0
one-percent-specials,greedy,13,lost,21908,60,0,41,39,2,4,0,0
one-percent-specials,greedy,14,lost,26778,33,0,49,44,5,3,0,0
one-percent-specials,greedy,15,lost,23743,59,0,40,39,1,3,1,0
one-percent-specials,greedy,16,lost,30311,36,0,47,45,2,4,0,0
one-percent-specials,greedy,17,lost,10786,33,0,32,30,2,5,0,0
one-percent-specials,greedy,18,won,38844,48,0,51,49,2,5,0,0
one-percent-specials,greedy,19,lost,18001,39,0,38,35,3,4,0,0
one-percent-specials,greedy,20,lost,26885,47,0,44,44,0,3,0,0
one-percent-specials,greedy,21,lost,10804,36,0,31,30,1,3,1,0
one-percent-specials,greedy,22,lost,23236,55,0,40,40,0,4,0,0
one-percent-specials,greedy,23,won,38830,37,0,55,53,2,3,0,0
one-percent-specials,greedy,24,lost,24346,41,0,46,44,2,3,0,0
one-percent-specials,greedy,25,won,41727,44,0,51,49,2,4,0,0
one-percent-specials,greedy,26,lost,26999,41,0,45,45,0,4,1,0
one-percent-specials,greedy,27,lost,14861,40,0,39,39,0,4,0,0
one-percent-specials,greedy,28,lost,7369,25,0,27,25,2,4,0,0
one-percent-specials,greedy,29,lost,38008,51,0,50,48,2,4,0,0
one-percent-specials,greedy,30,lost,12664,40,0,30,30,0,3,0,0
one-percent-specials,builder,1,lost,1658,23,0,12,10,2,2,0,0
one-percent-specials,builder,2,won,37200,41,0,52,40,12,3,0,0
one-percent-specials,builder,3,lost,27560,40,0,46,36,10,3,0,0
one-percent-specials,builder,4,lost,3457,22,0,20,19,1,2,1,0
one-percent-specials,builder,5,lost,2195,12,0,16,15,1,4,0,0
one-percent-specials,builder,6,lost,36985,39,0,54,44,10,3,0,0
one-percent-specials,builder,7,won,58852,22,0,57,40,17,5,0,0
one-percent-specials,builder,8,won,42357,46,0,51,44,7,3,0,0
one-percent-specials,builder,9,lost,31896,61,0,49,40,9,3,0,0
one-percent-specials,builder,10,won,51223,55,0,48,40,8,4,2,0
one-percent-specials,builder,11,won,50550,32,0,56,44,12,5,0,0
one-percent-specials,builder,12,lost,35468,44,0,52,44,8,3,0,0
one-percent-specials,builder,13,won,71784,37,0,54,40,14,5,0,0
one-percent-specials,builder,14,won,41006,33,0,55,40,15,3,0,0
one-percent-specials,builder,15,won,37338,53,0,49,40,9,5,1,0
one-percent-specials,builder,16,won,39193,31,0,56,44,12,4,0,0
one-percent-specials,builder,17,won,38355,42,0,53,40,13,3,0,0
one-percent-specials,builder,18,won,37168,44,0,51,40,11,3,0,0
one-percent-specials,builder,19,won,60475,29,0,56,44,12,4,0,0
one-percent-specials,builder,20,lost,925,14,0,7,5,2,2,0,0
one-percent-specials,builder,21,won,45665,24,0,57,40,17,4,0,0
one-percent-specials,builder,22,lost,9490,21,0,36,32,4,3,1,0
one-percent-specials,builder,23,won,37369,51,0,51,40,11,3,0,0
one-percent-specials,builder,24,won,47760,26,0,57,40,17,5,0,0
one-percent-specials,builder,25,lost,23148,31,0,41,36,5,4,1,0
one-percent-specials,builder,26,won,42135,38,0,54,40,14,4,1,0
one-percent-specials,builder,27,lost,5254,21,0,29,24,5,3,0,0
one-percent-specials,builder,28,won,37703,29,0,55,44,11,3,0,0
one-percent-specials,builder,29,won,43540,44,0,53,40,13,3,0,0
one-percent-specials,builder,30,lost,1423,15,0,15,15,0,2,0,0
one-percent-specials,specialist,1,lost,2935,24,0,20,15,5,3,0,0
one-percent-specials,specialist,2,lost,8330,29,0,26,20,6,4,0,0
one-percent-specials,specialist,3,lost,4735,34,0,24,20,4,3,0,0
one-percent-specials,specialist,4,lost,3832,21,0,20,15,5,2,0,0
one-percent-specials,specialist,5,lost,7321,22,0,28,20,8,4,0,0
one-percent-specials,specialist,6,lost,34034,50,0,51,40,11,5,0,0
one-percent-specials,specialist,7,lost,16561,46,0,37,30,7,4,0,0
one-percent-specials,specialist,8,lost,1881,17,0,14,10,4,3,0,0
one-percent-specials,specialist,9,lost,15525,41,0,37,30,7,3,0,0
one-percent-specials,specialist,10,lost,2065,21,0,13,10,3,3,0,0
one-percent-specials,specialist,11,lost,21742,45,0,44,35,9,4,0,0
one-percent-specials,specialist,12,lost,13758,43,0,38,30,8,3,0,0
one-percent-specials,specialist,13,lost,1547,20,0,13,10,3,2,0,0
one-percent-specials,specialist,14,lost,15165,40,0,39,30,9,3,0,0
one-percent-specials,specialist,15,lost,17021,49,0,36,30,6,4,1,0
one-percent-specials,specialist,16,lost,18756,33,0,39,30,9,5,0,0
one-percent-specials,specialist,17,lost,6150,26,0,27,20,7,4,0,0
one-percent-specials,specialist,18,lost,1642,17,0,14,10,4,3,0,0
one-percent-specials,specialist,19,lost,3036,14,0,15,10,5,4,0,0
one-percent-specials,specialist,20,lost,15934,32,0,41,30,11,3,0,0
one-percent-specials,specialist,21,lost,17053,47,0,36,30,6,3,1,0
one-percent-specials,specialist,22,lost,11664,31,0,32,25,7,4,0,0
one-percent-specials,specialist,23,lost,16713,37,0,39,30,9,3,0,0
one-percent-specials,specialist,24,lost,7539,31,0,25,20,5,3,0,0
one-percent-specials,specialist,25,lost,2717,21,0,20,15,5,2,0,0
one-percent-specials,specialist,26,lost,12763,34,0,33,25,8,4,1,0
one-percent-specials,specialist,27,lost,1313,14,0,15,10,5,2,0,0
one-percent-specials,specialist,28,lost,1431,19,0,13,10,3,2,0,0
one-percent-specials,specialist,29,lost,11967,25,0,35,25,10,3,0,0
one-percent-specials,specialist,30,lost,11086,41,0,30,25,5,4,0,0
