scenario,policy,seed,status,totalScore,swaps,rerolls,coinsEarned,coinsSpent,coinsEnding,bestWaveCount,shuffles,cappedResolutions
baseline,builder,7007,won,113368,29,0,118,74,44,5,0,0
baseline,builder,7008,won,62231,38,0,113,53,60,6,0,0
baseline,builder,7009,lost,19618,27,0,82,48,34,4,0,0
baseline,builder,7010,won,59925,34,0,118,73,45,7,0,0
baseline,builder,7011,won,43693,47,0,114,85,29,4,1,0
baseline,builder,7012,lost,10593,19,0,59,41,18,5,0,0
baseline,builder,7013,lost,7649,25,0,67,52,15,4,1,0
baseline,builder,7014,won,52863,47,0,101,60,41,6,0,0
baseline,builder,7015,won,70005,27,0,132,88,44,7,0,0
baseline,builder,7016,lost,11368,29,0,57,48,9,4,0,0
baseline,builder,7017,won,51652,46,0,108,57,51,5,0,0
baseline,builder,7018,won,74223,27,0,126,73,53,6,0,0
baseline,builder,7019,won,43582,36,0,108,53,55,4,0,0
baseline,builder,7020,lost,22800,31,0,65,41,24,5,0,0
baseline,builder,7021,won,57315,28,0,120,74,46,3,0,0
baseline,builder,7022,lost,6254,33,0,47,37,10,3,0,0
baseline,builder,7023,lost,30601,43,0,89,54,35,4,0,0
baseline,builder,7024,won,45344,34,0,117,62,55,3,0,0
baseline,builder,7025,won,38289,36,0,122,63,59,3,0,0
baseline,builder,7026,won,40105,32,0,123,74,49,3,0,0
baseline,builder,7027,won,45263,57,0,92,57,35,5,2,0
baseline,builder,7028,lost,15630,44,0,75,45,30,3,0,0
baseline,builder,7029,won,60363,29,0,125,81,44,4,0,0
baseline,builder,7030,won,52581,37,0,123,65,58,6,0,0
baseline,builder,7031,won,39082,47,0,107,64,43,4,0,0
baseline,builder,7032,lost,10666,40,0,56,46,10,3,1,0
baseline,builder,7033,won,64821,32,0,115,76,39,4,0,0
baseline,builder,7034,won,47439,29,0,121,52,69,4,0,0
baseline,builder,7035,lost,34382,30,0,83,48,35,6,0,0
baseline,builder,7036,won,59334,31,0,118,58,60,5,0,0
baseline,builder,7037,won,49662,30,0,120,57,63,5,0,0
baseline,builder,7038,lost,10043,30,0,64,41,23,3,0,0
baseline,builder,7039,won,39628,38,0,114,62,52,5,0,0
baseline,builder,7040,lost,39676,25,0,100,47,53,4,1,0
baseline,specialist,7001,lost,1592,20,0,20,10,10,3,1,0
baseline,specialist,7002,lost,3311,19,0,41,15,26,4,0,0
baseline,specialist,7003,lost,8834,35,0,60,25,35,4,0,0
baseline,specialist,7004,lost,1416,18,0,25,10,15,3,1,0
baseline,specialist,7005,lost,3822,19,0,42,15,27,4,0,0
baseline,specialist,7006,lost,7087,33,0,46,20,26,4,0,0
baseline,specialist,7007,lost,5694,28,0,46,20,26,4,0,0
baseline,specialist,7008,lost,534,15,0,12,5,7,2,0,0
baseline,specialist,7009,lost,4542,34,0,41,20,21,3,1,0
baseline,specialist,7010,lost,14299,30,0,65,25,40,5,0,0
baseline,specialist,7011,lost,2587,24,0,24,10,14,4,0,0
baseline,specialist,7012,lost,10354,36,0,60,25,35,7,0,0
baseline,specialist,7013,lost,3857,23,0,40,15,25,3,0,0
baseline,specialist,7014,lost,5187,26,0,47,20,27,4,0,0
baseline,specialist,7015,lost,2523,28,0,29,15,14,2,0,0
baseline,specialist,7016,lost,3121,31,0,35,15,20,3,0,0
baseline,specialist,7017,lost,3072,33,0,27,15,12,3,0,0
baseline,specialist,7018,lost,6056,40,0,40,20,20,5,0,0
baseline,specialist,7019,lost,765,12,0,16,5,11,2,0,0
baseline,specialist,7020,lost,1536,19,0,28,10,18,2,0,0
baseline,specialist,7021,lost,2566,27,0,37,15,22,3,0,0
baseline,specialist,7022,lost,3204,21,0,38,15,23,2,0,0
baseline,specialist,7023,lost,18781,59,0,70,35,35,4,0,0
baseline,specialist,7024,lost,3470,28,0,36,15,21,3,1,0
baseline,specialist,7025,lost,2657,22,0,39,15,24,3,0,0
baseline,specialist,7026,lost,4602,32,0,48,20,28,3,0,0
baseline,specialist,7027,lost,1455,17,0,28,10,18,3,1,0
baseline,specialist,7028,lost,2552,26,0,39,15,24,3,0,0
baseline,specialist,7029,lost,3231,24,0,40,15,25,3,0,0
baseline,specialist,7030,lost,1357,18,0,29,10,19,3,0,0
baseline,specialist,7031,lost,16864,43,0,74,30,44,4,0,0
baseline,specialist,7032,lost,2990,28,0,33,15,18,3,0,0
baseline,specialist,7033,lost,792,12,0,13,5,8,2,0,0
baseline,specialist,7034,lost,3758,18,0,39,15,24,3,0,0
baseline,specialist,7035,lost,3494,21,0,38,15,23,3,1,0
baseline,specialist,7036,lost,3371,25,0,35,15,20,3,0,0
baseline,specialist,7037,lost,1735,18,0,29,10,19,3,0,0
baseline,specialist,7038,lost,1931,16,0,27,10,17,3,0,0
baseline,specialist,7039,lost,2583,23,0,37,15,22,3,0,0
baseline,specialist,7040,lost,1728,16,0,27,10,17,3,1,0
